[pattern]	lhsText	rhsText	w	gsw	meanSim	greedySim	phrasePair	notSure	isInWordnet	extentionLevel	pairIndex	text	hypothesis	lhsDrs	rhsDrs
[n--n]	grass-n-9	dry-a-12 grass-n-13	0.0	0.0	0.574812	0.574812	grass-nn : dry-jj amod-#1# grass-nn #1#	1	Phrasal	1	32	a gray silky dog is lying in the grass and a brown dog is looking on	the brown dog is spotting a black dog lying in the dry grass	drs([[]:x102],[[6300009]:pred(x102,grass,n,0)])	drs([[]:x102,[]:x102],[[6400013]:pred(x102,grass,n,0),[6400012]:pred(x102,dry,a,0)])
[nv--vn]	gray-a-2 silky-a-3 looking-v-15 on-r-16	spotting-v-5 black-a-7	0.0	0.0	0.691041	0.806451, 0.594649	gray-jj : black-jj, silky-jj : spot-vb	1	Phrasal	1	32	a gray silky dog is lying in the grass and a brown dog is looking on	the brown dog is spotting a black dog lying in the dry grass	drs([[]:x202,[]:x202,[]:x101,[]:x101],[[6300015]:pred(x202,look,v,0),[6300016]:pred(x202,on,r,0),[6300003]:pred(x101,silky,a,0),[6300002]:pred(x101,gray,a,0)])	drs([[]:x202,[]:x202,[]:x101,[]:x101],[[6400005]:pred(x202,spot,v,0),[]:rel(x202,x101,patient,0),[6400007]:pred(x101,black,a,0)])
[n--n]	guitar-n-8	musical-a-8 instrument-n-9	1.0	1.0	0.398076	0.398076	guitar-nn : musical-jj amod-#1# instrument-nn #1#	0	Phrasal	1	33	a man is singing and playing a guitar	a man is singing and playing a musical instrument	drs([[]:x102],[[6500008]:pred(x102,guitar,n,0)])	drs([[]:x102,[]:x102],[[6600009]:pred(x102,instrument,n,0),[6600008]:pred(x102,musical,a,0)])
[n--n]	guitar-n-8	musical-a-8 instrument-n-9	1.0	1.0	0.398076	0.398076	guitar-nn : musical-jj amod-#1# instrument-nn #1#	0	Phrasal	1	33	a man is singing and playing a guitar	a man is singing and playing a musical instrument	drs([[]:x104],[[6500008]:pred(x104,guitar,n,0)])	drs([[]:x104,[]:x104],[[6600009]:pred(x104,instrument,n,0),[6600008]:pred(x104,musical,a,0)])
[nn--n]	eye-n-7 liner-n-12	cosmetics-n-5	-1.0	-1.0	0.727623	0.75519	liner-nn : cosmetic-nn	1	Phrasal	1	34	there is no woman using an eye pencil and applying eye liner to her eyelid	a woman is applying cosmetics to her eyelid	drs([[]:x104,[]:x105,[]:x104,[]:x105],[[6700012]:pred(x104,liner,n,0),[6700007]:pred(x105,eye,n,0),[]:rel(x104,x105,of,0)])	drs([[]:x104],[[6800005]:pred(x104,cosmetic,n,0)])
[rvrr--nvn]	applying-v-10	woman-n-2 applying-v-4 her-n-7 eyelid-n-8	-1.0	-1.0	0.499362	0.448203	apply-vb : eyelid-nn	1	Phrasal	1	34	there is no woman using an eye pencil and applying eye liner to her eyelid	a woman is applying cosmetics to her eyelid	drs([[]:x202,[]:x301,[]:x202,[]:x301,[]:x201,[]:x202,[]:x101],[[6700010]:pred(x202,apply,v,0),[]:rel(x301,x202,for,0),[]:rel(x301,x201,for,0),[]:rel(x202,x101,agent,0)])	drs([[]:x106,[]:x107,[]:x202,[]:x107,[]:x107,[]:x107,[]:x106,[]:x202],[[]:rel(x106,x107,of,1),[]:rel(x202,x107,agent,0),[6800002]:pred(x107,woman,n,0),[6800007]:pred(x107,female,n,2),[6800008]:pred(x106,eyelid,n,0),[6800004]:pred(x202,apply,v,0)])
[nrnvrnrn--nvn]	woman-n-4 using-v-5 eye-n-7 pencil-n-8 her-n-14 eyelid-n-15	woman-n-2 applying-v-4 her-n-7 eyelid-n-8	-1.0	-1.0	0.837672	1, 0.721211	eyelid-nn : eyelid-nn, use-vb dobj-#1# pencil-nn #1# : apply-vb nsubj-#1# woman-nn #1#	1	Phrasal	1	34	there is no woman using an eye pencil and applying eye liner to her eyelid	a woman is applying cosmetics to her eyelid	drs([[]:x106,[]:x102,[]:x201,[]:x107,[]:x106,[]:x301,[]:x201,[]:x301,[]:x202,[]:x103,[]:x201,[]:x102,[]:x102,[]:x102,[]:x103,[]:x102,[]:x201,[]:x101],[[]:rel(x106,x102,of,0),[6700005]:pred(x201,use,v,0),[6700004]:pred(x107,woman,n,0),[6700015]:pred(x106,eyelid,n,0),[]:rel(x301,x201,for,0),[]:rel(x301,x202,for,0),[6700007]:pred(x103,eye,n,0),[]:rel(x201,x102,patient,0),[6700014]:pred(x102,female,n,2),[]:rel(x102,x103,of,0),[6700008]:pred(x102,pencil,n,0),[]:rel(x201,x101,agent,0)])	drs([[]:x106,[]:x107,[]:x202,[]:x107,[]:x107,[]:x107,[]:x106,[]:x202],[[]:rel(x106,x107,of,1),[]:rel(x202,x107,agent,0),[6800002]:pred(x107,woman,n,0),[6800007]:pred(x107,female,n,2),[6800008]:pred(x106,eyelid,n,0),[6800004]:pred(x202,apply,v,0)])
[vnn--vnnn]	laughing-a-2 child-n-3 holding-v-5 gun-n-8	person-n-2 in-r-3 blue-a-5 jacket-n-6 jumping-v-8 onto-r-9 tall-a-11 wall-n-13	0.0	0.0	0.703522	0.886551	hold-vb nsubj-#1# child-nn #1# dobj-#2# gun-nn #2# : jump-vb nsubj-#1# person-nn pmod-#2# in-in pobj-#3# blue-jj amod-#4# jacket-nn #4# #3# #2# #1# dobj-#5# onto-in pobj-#6# tall-jj amod-#7# wall-nn #7# #6# #5#	1	Phrasal	1	35	a laughing child is holding a water gun and getting sprayed with water	a person in a blue jacket is jumping onto a tall cement wall	drs([[]:x102,[]:x101,[]:x201,[]:x102,[]:x201,[]:x201,[]:x101,[]:x101],[[6900008]:pred(x102,gun,n,0),[6900003]:pred(x101,child,n,0),[]:rel(x201,x102,patient,0),[6900005]:pred(x201,hold,v,0),[]:rel(x201,x101,agent,0),[6900002]:pred(x101,laughing,a,0)])	drs([[]:x102,[]:x101,[]:X102,[]:x101,[]:X201,[]:x101,[]:X201,[]:x102,[]:x102,[]:X102,[]:X102,[]:X201],[[7000011]:pred(x102,tall,a,0),[7000003]:rel(x101,X102,in,0),[7000002]:pred(x101,person,n,0),[]:rel(X201,x101,agent,0),[7000009]:rel(X201,x102,onto,0),[7000013]:pred(x102,wall,n,0),[7000005]:pred(X102,blue,a,0),[7000006]:pred(X102,jacket,n,0),[7000008]:pred(X201,jump,v,0)])
[n--n]	water-n-7	cement-n-12	0.0	0.0	0.823128	0.823128	water-nn : cement-nn	1	NotInWN	1	35	a laughing child is holding a water gun and getting sprayed with water	a person in a blue jacket is jumping onto a tall cement wall	drs([[]:x103],[[6900007]:pred(x103,water,n,0)])	drs([[]:x103],[[7000012]:pred(x103,cement,n,0)])
[vnnn--nvnnn]	person-n-2 setting-v-4 fire-n-5 to-r-6 cameras-n-8	person-n-2 by-r-3 cameras-n-5 blowing-v-7 on-r-8 burning-n-10 torch-n-11	0.0	0.0	0.842879	0.84721, 0.73534	set-vb nsubj-#1# person-nn #1# dobj-#2# fire-nn #2# : blow-vb dobj-#1# on-in pobj-#2# torch-nn #2# #1# nsubj-#3# person-nn pmod-#4# by-in pobj-#5# camera-nn #5# #4# #3#, camera-nn : burning-nn	0	Phrasal	1	36	the person is setting fire to the cameras	a person by some cameras is blowing on a burning torch	drs([[]:x103,[]:x201,[]:x102,[]:x102,[]:x201,[]:x103,[]:x101,[]:x201],[[7100008]:pred(x103,camera,n,0),[]:rel(x201,x102,patient,0),[7100005]:pred(x102,fire,n,0),[7100006]:rel(x201,x103,to,0),[7100002]:pred(x101,person,n,0),[7100004]:pred(x201,set,v,0)])	drs([[]:xir,[]:x101,[]:x103,[]:x103,[]:xir,[]:x102,[]:x101,[]:x201,[]:xir,[]:x102,[]:x201],[[7200011]:pred(xir,torch,n,0),[7200003]:rel(x101,x103,by,0),[7200005]:pred(x103,camera,n,0),[]:rel(xir,x102,of,0),[7200002]:pred(x101,person,n,0),[7200008]:rel(x201,xir,on,0),[7200010]:pred(x102,burning,n,0),[7200007]:pred(x201,blow,v,0)])
[nrnn--vnnnnrn]	biker-n-2 with-r-3 jacket-n-6 ,-r-7 pants-n-9	rider-n-2 on-r-3 motocross-n-8 bike-n-9 wearing-v-12 pants-n-14	0.0	0.0	0.614709	0.773368, 0.226845	biker-nn pmod-#1# with-in pobj-#2# jacket-nn #2# #1# : motocross-nn, pants-nn : wear-vb dobj-#1# pants-nn #1# nsubj-#2# rider-nn pmod-#3# on-in pobj-#4# bike-nn #4# #3# #2#	0	Phrasal	1	37	a biker with a blue jacket , black pants and a white helmet is driving on dirt and people are watching	the rider on the blue and black motocross bike is not wearing the pants	drs([[]:x104,[]:x102,[]:x103,[]:x104,[]:x103,[]:x102,[]:x101,[]:x102,[]:x103],[[7300009]:pred(x104,pants,n,0),[7300002]:pred(x102,biker,n,0),[7300007]:rel(x103,x104,rel,2),[7300006]:pred(x103,jacket,n,0),[]:rel(x102,x101,subset_of,1),[7300003]:rel(x102,x103,with,0)])	drs([[]:X201,[]:x104,[]:x104,[]:X106,[]:x104,[]:X105,[]:x103,[]:X105,[]:X201,[]:x102,[]:x103,[]:x102,[]:x101,[]:x103,[]:x101,[]:x102,[]:X106,[]:x104,[]:x101,[]:x104,[]:X201],[[]:rel(X201,x104,patient,0),[]:rel(x104,X106,of,0),[7400009]:pred(x104,bike,n,0),[7400008]:pred(X105,motocross,n,0),[]:rel(x103,X105,of,0),[]:rel(X201,x102,agent,0),[7400009]:pred(x103,bike,n,0),[7400003]:rel(x102,x101,on,0),[]:rel(x103,x101,subset_of,1),[7400002]:pred(x102,rider,n,0),[7400008]:pred(X106,motocross,n,0),[]:rel(x104,x101,subset_of,1),[7400014]:pred(x104,pants,n,0),[7400012]:pred(X201,wear,v,0)])
[nvnn--vnn]	group-n-2 players-n-5 standing-v-7 still-r-8 in-r-9 field-n-11	crowd-n-2 watching-v-4 game-n-7	0.0	0.0	0.38139	0.851183	stand-vb dobj-#1# in-in pobj-#2# field-nn #2# #1# nsubj-#3# group-nn #3# : watch-vb nsubj-#1# crowd-nn #1# dobj-#2# game-nn #2#	0	Phrasal	1	38	a group of football players is standing still in the field	the crowd is watching a football game	drs([[]:x102,[]:x201,[]:x201,[]:x101,[]:x102,[]:x101,[]:x201,[]:x104,[]:x104],[[7500005]:pred(x102,player,n,0),[7500008]:pred(x201,still,r,0),[7500007]:pred(x201,stand,v,0),[]:rel(x101,x102,of,0),[7500002]:pred(x101,group,n,0),[7500009]:rel(x201,x104,in,0),[7500011]:pred(x104,field,n,0)])	drs([[]:x201,[]:x201,[]:x102,[]:x102,[]:x101],[[7600004]:pred(x201,watch,v,0),[]:rel(x201,x102,patient,0),[7600007]:pred(x102,game,n,0),[7600002]:pred(x101,crowd,n,0)])
[vn--nn]	man-n-2 drawing-v-4	man-n-4 drawing-n-5	1.0	1.0	0.39569	0.369597	draw-vb nsubj-#1# man-nn #1# : man-nn	0	Phrasal	1	39	a man is drawing	there is no man drawing	drs([[]:x201,[]:x201,[]:x101,[]:x101],[[7700004]:pred(x201,draw,v,0),[]:rel(x201,x101,agent,0),[7700002]:pred(x101,man,n,0)])	drs([[]:x101,[]:x201,[]:x201,[]:x101],[[7800004]:pred(x101,man,n,0),[7800005]:pred(x201,drawing,n,0),[]:rel(x201,x101,of,0)])
[rnv--vn]	in-r-4 competition-n-6 running-v-8	running-v-5 competitions-n-6	0.0	0.0	0.664927	0.791333	in-in pobj-#1# competition-nn #1# : run-vb dobj-#1# competition-nn #1#	0	Phrasal	1	40	a few men in a competition are running outside	a few men are running competitions outside	drs([[]:x201,[]:x102,[]:x101,[]:x102],[[7900008]:pred(x201,run,v,0),[7900006]:pred(x102,competition,n,0),[7900004]:rel(x101,x102,in,0)])	drs([[]:x201,[]:x201,[]:x102,[]:x102],[[8000005]:pred(x201,run,v,0),[]:rel(x201,x102,patient,0),[8000006]:pred(x102,competition,n,0)])
[vn--vnn]	in-r-3 splashing-v-8 shallow-a-10 water-n-11	running-v-4 through-r-5 water-n-7 at-r-8 beach-n-10	0.0	0.0	0.730862	0.761529	shallow-jj amod-#1# water-nn #1# : run-vb dobj-#1# through-in pobj-#2# water-nn pmod-#3# at-in pobj-#4# beach-nn #4# #3# #2# #1#	0	Phrasal	1	41	a boy in a white t-shirt is splashing in shallow water	a boy is running through the water at the beach	drs([[]:x201,[]:x201,[]:x103,[]:x103,[]:x103],[[8100008]:pred(x201,splash,v,0),[8100003]:rel(x201,x103,in,0),[8100010]:pred(x103,shallow,a,0),[8100011]:pred(x103,water,n,0)])	drs([[]:x201,[]:x201,[]:x103,[]:x103,[]:xir,[]:x201,[]:xir],[[8200004]:pred(x201,run,v,0),[8200005]:rel(x201,x103,through,0),[8200007]:pred(x103,water,n,0),[8200010]:pred(xir,beach,n,0),[8200008]:rel(x201,xir,at,0)])
[n--n]	person-n-2	one-n-1 person-n-2	1.0	1.0	1	1	person-nn : person-nn	0	Phrasal	1	43	a person is playing a guitar and singing	one person is playing the guitar and singing	drs([[]:x101],[[8500002]:pred(x101,person,n,0)])	drs([[]:x101,[]:x101],[[8600001]:pred(x101,one,n,0),[8600002]:pred(x101,person,n,0)])
[n--n]	flowers-n-6	broccoli-n-5	0.0	0.0	0.626094	0.626094	flower-nn : broccoli-nn	1	NotInWN	1	44	a woman is planting some flowers	a woman is cutting broccoli	drs([[]:x102],[[8700006]:pred(x102,flower,n,0)])	drs([[]:x102],[[8800005]:pred(x102,broccoli,n,0)])
[v--v]	planting-v-4	cutting-v-4	0.0	0.0	0.853138	0.853138	plant-vb : cut-vb	1	NotInWN	1	44	a woman is planting some flowers	a woman is cutting broccoli	drs([[]:x201],[[8700004]:pred(x201,plant,v,0)])	drs([[]:x201],[[8800004]:pred(x201,cut,v,0)])
[n--n]	keyboard-n-2	harp-n-6	0.0	0.0	0.740334	0.740334	keyboard-nn : harp-nn	0	NotInWN	1	45	a keyboard is being played by a man	a man is playing a harp	drs([[]:x101],[[8900002]:pred(x101,keyboard,n,0)])	drs([[]:x101],[[9000006]:pred(x101,harp,n,0)])
[n--vn]	cooking-a-3 okra-n-4	okra-n-1 cooked-v-4	1.0	1.0	-1	-1	#FAIL#	0	Phrasal	1	46	someone is cooking okra in a pan	okra is being cooked in a pan	drs([[]:x103,[]:x103],[[9100003]:pred(x103,cooking,a,0),[9100004]:pred(x103,okra,n,0)])	drs([[]:x301,[]:x301,[]:x103,[]:x103],[[9200004]:pred(x301,cook,v,0),[]:rel(x301,x103,patient,0),[9200001]:pred(x103,okra,n,0)])
[vn--vn]	playing-v-4 with-r-5 toy-n-7	eating-v-4 doll-n-6	0.0	0.0	0.916015	0.916015	play-vb dobj-#1# with-in pobj-#2# toy-nn #2# #1# : eat-vb dobj-#1# doll-nn #1#	0	Phrasal	1	47	a dog is playing with a toy	a dog is eating a doll	drs([[]:x201,[]:x201,[]:x102,[]:x102],[[9300004]:pred(x201,play,v,0),[9300005]:rel(x201,x102,with,0),[9300007]:pred(x102,toy,n,0)])	drs([[]:x201,[]:x201,[]:x102,[]:x102],[[9400004]:pred(x201,eat,v,0),[]:rel(x201,x102,patient,0),[9400006]:pred(x102,doll,n,0)])
[n--n]	wood-n-9	wooded-a-10 area-n-11	0.0	0.0	0.413388	0.413388	wood-nn : wooded-jj amod-#1# area-nn #1#	0	Phrasal	1	48	a guy is leaping into the air in wood	a guy is leaping into the air in a wooded area	drs([[]:x103],[[9500009]:pred(x103,wood,n,0)])	drs([[]:x103,[]:x103],[[9600011]:pred(x103,area,n,0),[9600010]:pred(x103,wooded,a,0)])
[nnv--vnn]	jumping-v-4 shade-n-7 of-r-8 trees-n-10	jumping-v-4 into-r-5 air-n-7 country-n-10	0.0	0.0	0.735485	0.632726, 0.608889	shade-nn pmod-#1# of-in pobj-#2# tree-nn #2# #1# : country-nn, jump-vb : jump-vb dobj-#1# into-in pobj-#2# air-nn #2# #1#	0	Phrasal	1	49	a dog is jumping in the shade of some trees	a dog is jumping into the air in the country	drs([[]:x201,[]:x103,[]:x102,[]:x103,[]:x102],[[9700004]:pred(x201,jump,v,0),[9700010]:pred(x103,tree,n,0),[9700008]:rel(x102,x103,of,0),[9700007]:pred(x102,shade,n,0)])	drs([[]:x201,[]:x201,[]:x103,[]:x103,[]:x102],[[9800004]:pred(x201,jump,v,0),[9800005]:rel(x201,x103,into,0),[9800007]:pred(x103,air,n,0),[9800010]:pred(x102,country,n,0)])
[vnn--vnn]	running-v-4 of-r-8 ocean-n-10 waves-n-11	running-v-4 waves-n-10 of-r-11 ocean-n-13	1.0	1.0	0.800577	0.923318, 0.36721	ocean-nn : wave-nn pmod-#1# of-in pobj-#2# ocean-nn #2# #1#, run-vb dobj-#1# of-in pobj-#2# wave-nn #2# #1# : run-vb	0	Phrasal	1	50	a child is running in and out of the ocean waves	a child is running in and out of the waves of the ocean	drs([[]:x103,[]:x202,[]:x103,[]:x104,[]:x202,[]:x103,[]:x104],[[9900011]:pred(x103,wave,n,0),[9900008]:rel(x202,x103,of,0),[9900010]:pred(x104,ocean,n,0),[9900004]:pred(x202,run,v,0),[9900008]:rel(x103,x104,of,0)])	drs([[]:x202,[]:X105,[]:x202,[]:X105,[]:X106,[]:X105,[]:X106],[[10000004]:pred(x202,run,v,0),[10000010]:pred(X105,wave,n,0),[10000011]:rel(x202,X105,of,0),[10000013]:pred(X106,ocean,n,0),[10000011]:rel(X105,X106,of,0)])
[v--vnn]	running-v-4 in-r-5	running-v-4 in-r-5 waves-n-10 of-r-11 ocean-n-13	1.0	1.0	0.97267	1, 1	run-vb : run-vb, in-in : in-in	0	Phrasal	1	50	a child is running in and out of the ocean waves	a child is running in and out of the waves of the ocean	drs([[]:x201,[]:x201],[[9900004]:pred(x201,run,v,0),[9900005]:pred(x201,in,r,0)])	drs([[]:X103,[]:X102,[]:X103,[]:x201,[]:X102,[]:x201,[]:X102],[[10000013]:pred(X103,ocean,n,0),[10000011]:rel(X102,X103,of,0),[10000005]:rel(x201,X102,in,0),[10000004]:pred(x201,run,v,0),[10000010]:pred(X102,wave,n,0)])
[nn--n]	eyes-n-8 liner-n-13	cosmetics-n-5	1.0	1.0	0.727623	0.75519	liner-nn : cosmetic-nn	0	Phrasal	1	51	a woman is using a pencil for eyes and is applying eye liner to her eyelid	a woman is applying cosmetics to her eyelid	drs([[]:x105,[]:x106,[]:x105,[]:x106],[[10100013]:pred(x105,liner,n,0),[10100008]:pred(x106,eye,n,0),[]:rel(x105,x106,of,0)])	drs([[]:x105],[[10200005]:pred(x105,cosmetic,n,0)])
[vn--vn]	woman-n-2 applying-v-11	woman-n-2 applying-v-4	1.0	1.0	0.454095	0.402146	apply-vb : apply-vb nsubj-#1# woman-nn #1#	0	Phrasal	1	51	a woman is using a pencil for eyes and is applying eye liner to her eyelid	a woman is applying cosmetics to her eyelid	drs([[]:x104,[]:x202,[]:x104,[]:x202],[[10100002]:pred(x104,woman,n,0),[]:rel(x202,x104,agent,0),[10100011]:pred(x202,apply,v,0)])	drs([[]:x202,[]:x202,[]:x101,[]:x101],[[10200004]:pred(x202,apply,v,0),[]:rel(x202,x101,agent,0),[10200002]:pred(x101,woman,n,0)])
[vnnn--vn]	woman-n-2 using-v-4 pencil-n-6 for-r-7 eyes-n-8	woman-n-2 applying-v-4	1.0	1.0	0.764392	0.764392	use-vb nsubj-#1# woman-nn #1# dobj-#2# pencil-nn pmod-#3# for-in pobj-#4# eye-nn #4# #3# #2# : apply-vb nsubj-#1# woman-nn #1#	0	Phrasal	1	51	a woman is using a pencil for eyes and is applying eye liner to her eyelid	a woman is applying cosmetics to her eyelid	drs([[]:x101,[]:x102,[]:x103,[]:x103,[]:x201,[]:x102,[]:x201,[]:x102,[]:x201,[]:x101],[[10100002]:pred(x101,woman,n,0),[10100007]:rel(x102,x103,for,0),[10100008]:pred(x103,eye,n,0),[10100004]:pred(x201,use,v,0),[10100006]:pred(x102,pencil,n,0),[]:rel(x201,x102,patient,0),[]:rel(x201,x101,agent,0)])	drs([[]:x202,[]:x202,[]:x101,[]:x101],[[10200004]:pred(x202,apply,v,0),[]:rel(x202,x101,agent,0),[10200002]:pred(x101,woman,n,0)])
[nnvrnnn--vnn]	biker-n-2 with-r-3 blue-a-5 jacket-n-6 ,-r-7 black-a-8 pants-n-9 white-a-12 helmet-n-13 driving-v-15 on-r-16 dirt-n-17	motocross-n-2 rider-n-3 standing-v-5 naked-r-6	0.0	0.0	0.810838	0.9022, 0.626366, 0.587543	drive-vb dobj-#1# on-in pobj-#2# dirt-nn #2# #1# nsubj-#3# biker-nn pmod-#4# with-in pobj-#5# blue-jj amod-#6# jacket-nn #6# #5# #4# #3# : stand-vb acomp-#1# naked-jj #1# nsubj-#2# rider-nn #2#, white-jj amod-#1# helmet-nn #1# : motocross-nn, black-jj amod-#1# pants-nn #1# : naked-jj	0	Phrasal	1	52	a biker with a blue jacket , black pants and a white helmet is driving on dirt and people are watching	the motocross rider is standing naked	drs([[]:x105,[]:x101,[]:x103,[]:x101,[]:x104,[]:x201,[]:x201,[]:x106,[]:x104,[]:x105,[]:x105,[]:x106,[]:x103,[]:x104,[]:x102,[]:x201,[]:x101,[]:x102,[]:x101,[]:x102,[]:x103,[]:x103],[[]:rel(x105,x101,subset_of,1),[10300005]:pred(x103,blue,a,0),[]:pred(x101,group_head,r,0),[10300009]:pred(x104,pants,n,0),[10300015]:pred(x201,drive,v,0),[10300016]:rel(x201,x106,on,0),[10300008]:pred(x104,black,a,0),[10300013]:pred(x105,helmet,n,0),[10300012]:pred(x105,white,a,0),[10300017]:pred(x106,dirt,n,0),[10300007]:rel(x103,x104,rel,2),[10300002]:pred(x102,biker,n,0),[]:rel(x201,x101,agent,0),[]:rel(x102,x101,subset_of,1),[10300003]:rel(x102,x103,with,0),[10300006]:pred(x103,jacket,n,0)])	drs([[]:X102,[]:x102,[]:x102,[]:X102,[]:X201,[]:x102,[]:X201,[]:X201],[[10400002]:pred(X102,motocross,n,0),[10400003]:pred(x102,rider,n,0),[]:rel(x102,X102,of,0),[]:rel(X201,x102,agent,0),[10400006]:pred(X201,naked,r,0),[10400005]:pred(X201,stand,v,0)])
[vnn--vn]	standing-v-4 in-r-5 vast-a-7 field-n-8 of-r-9 glacial-a-10	standing-v-5 on-r-6 white-a-7	0.0	0.0	0.811344	0.721269, 0.597467	stand-vb dobj-#1# in-in pobj-#2# vast-jj amod-#3# field-nn #3# pmod-#4# of-in #4# #2# #1# : stand-vb dobj-#1# on-in #1#, glacial-jj : white-jj	0	Phrasal	1	53	a person is standing in a vast field of glacial ice	the person is not standing on white ice	drs([[]:x201,[]:x201,[]:x102,[]:x103,[]:x102,[]:x102,[]:x102,[]:x103],[[10600004]:pred(x201,stand,v,0),[10600005]:rel(x201,x102,in,0),[10600010]:pred(x103,glacial,a,0),[10600007]:pred(x102,vast,a,0),[10600008]:pred(x102,field,n,0),[10600009]:rel(x102,x103,of,0)])	drs([[]:x201,[]:x201,[]:x103,[]:x103],[[10500005]:pred(x201,stand,v,0),[10500006]:rel(x201,x103,on,0),[10500007]:pred(x103,white,a,0)])
[n--n]	toy-n-7	ball-n-8	0.0	0.0	0.797107	0.797107	toy-nn : ball-nn	1	Hyponym	1	54	a baby is playing with a toy	a baby tiger is playing with a ball	drs([[]:x102],[[10700007]:pred(x102,toy,n,0)])	drs([[]:x102],[[10800008]:pred(x102,ball,n,0)])
[n--n]	baby-n-2	baby-n-2 tiger-n-3	0.0	0.0	0.954342	1	baby-nn : baby-nn	1	Phrasal	1	54	a baby is playing with a toy	a baby tiger is playing with a ball	drs([[]:x101],[[10700002]:pred(x101,baby,n,0)])	drs([[]:x101,[]:x101,[]:x101,[]:x101],[[]:rel(x101,x101,of,0),[10800002]:pred(x101,baby,n,0),[10800003]:pred(x101,tiger,n,0)])
[nv--vnnn]	cheerleaders-n-2 relaxing-v-4	female-a-2 cheerleader-n-3 sitting-v-5 on-r-6 knee-n-8 male-n-11	0.0	0.0	0.725558	0.563651	relax-vb nsubj-#1# cheerleader-nn #1# : sit-vb dobj-#1# on-in pobj-#2# knee-nn #2# #1# nsubj-#3# female-jj amod-#4# cheerleader-nn #4# #3#	0	Phrasal	1	55	some cheerleaders are relaxing	a female cheerleader is sitting on the knee of a male cheerleader	drs([[]:x201,[]:x101],[[10900004]:pred(x201,relax,v,0),[10900002]:pred(x101,cheerleader,n,0)])	drs([[]:X102,[]:x101,[]:X104,[]:X104,[]:x201,[]:X102,[]:x101,[]:x201,[]:X102,[]:x101,[]:x101],[[11000008]:pred(X102,knee,n,0),[]:rel(x101,X104,of,0),[11000011]:pred(X104,male,n,0),[11000005]:pred(x201,sit,v,0),[]:rel(X102,x101,of,0),[11000006]:rel(x201,X102,on,0),[11000002]:pred(x101,female,a,0),[11000003]:pred(x101,cheerleader,n,0)])
[n--nn]	blond-a-2 girl-n-3	girl-n-2 in-r-3 white-n-4	0.0	0.0	0.66361	0.66361	blond-jj amod-#1# girl-nn #1# : girl-nn pmod-#1# in-in pobj-#2# white-jj #2# #1#	0	Phrasal	1	56	the blond girl is dancing in front of the sound equipment	a girl in white is dancing	drs([[]:x101,[]:x101],[[11100003]:pred(x101,girl,n,0),[11100002]:pred(x101,blond,a,0)])	drs([[]:xir,[]:x101,[]:xir,[]:x101],[[11200004]:pred(xir,white,n,0),[11200003]:rel(x101,xir,in,0),[11200002]:pred(x101,girl,n,0)])
[n--n]	girl-n-9	lady-n-9	1.0	1.0	0.942339	0.942339	girl-nn : lady-nn	0	NotInWN	1	57	two people are driving a jeep and a girl is sitting on the top of it	two people are driving a jeep and a lady is sitting on the top of it	drs([[]:x103],[[11300009]:pred(x103,girl,n,0)])	drs([[]:x103],[[11400009]:pred(x103,lady,n,0)])
[n--n]	woman-n-2	talented-a-2 man-n-3	0.0	0.0	0.402484	0.402484	woman-nn : talented-jj amod-#1# man-nn #1#	0	Phrasal	1	58	a woman is playing a guitar	a talented man is playing the guitar	drs([[]:x101],[[11500002]:pred(x101,woman,n,0)])	drs([[]:x101,[]:x101],[[11600003]:pred(x101,man,n,0),[11600002]:pred(x101,talented,a,0)])
[n--nn]	tower-n-2	view-n-7 of-r-8 city-n-10	0.0	0.0	0.811915	0.811915	tower-nn : view-nn pmod-#1# of-in pobj-#2# city-nn #2# #1#	1	Phrasal	1	62	a tower is being looked at by a blonde lady	a woman is looking at the view of a city	drs([[]:x101],[[12300002]:pred(x101,tower,n,0)])	drs([[]:x101,[]:xir,[]:x101,[]:xir],[[12400007]:pred(x101,view,n,0),[12400010]:pred(xir,city,n,0),[12400008]:rel(x101,xir,of,0)])
[n--n]	blonde-a-9 lady-n-10	woman-n-2	1.0	1.0	0.429603	0.429603	blonde-jj amod-#1# lady-nn #1# : woman-nn	1	Phrasal	1	62	a tower is being looked at by a blonde lady	a woman is looking at the view of a city	drs([[]:x102,[]:x102],[[12300010]:pred(x102,lady,n,0),[12300009]:pred(x102,blonde,a,0)])	drs([[]:x102],[[12400002]:pred(x102,woman,n,0)])
[vrn--vn]	playing-v-4 alone-r-5 on-r-6 beach-n-8	walking-v-4 along-r-5 snowdrift-n-7	0.0	0.0	-1	-1	#FAIL#	0	Phrasal	1	64	a dog is playing alone on a beach covered by snow	a dog is walking along a snowdrift	drs([[]:x201,[]:x102,[]:x201,[]:x102,[]:x201,[]:x202,[]:x102],[[12700006]:rel(x201,x102,on,0),[12700004]:pred(x201,play,v,0),[12700008]:pred(x102,beach,n,0),[12700005]:pred(x201,alone,r,0),[]:rel(x202,x102,patient,0)])	drs([[]:x201,[]:x201,[]:X102,[]:X102],[[12800004]:pred(x201,walk,v,0),[12800005]:rel(x201,X102,along,0),[12800007]:pred(X102,snowdrift,n,0)])
